,countryCode,year,stateProvince,locality,elevation,elevationAccuracy,decimalLatitude,decimalLongitude
7676,NO,1971.0,Viken,Hurum: Sætre,,,59.6802473,10.5258364
104692,FR,1999.0,,,,,47.39832,1.08391
22248,SE,2017.0,Bohuslän,"Råhagen, Vännerberg, Uddevalla, Boh",,,58.3705,11.96251
148971,FI,2008.0,Päijät-Häme,Kartoitusruutu J4 Kytölä-länsi,,,61.010673,25.711893
213176,NL,2017.0,Zeeland,Hengstdijk - Kamperhoek / Vogelfort e.o.,,,51.3,3.95
183314,SE,2016.0,Östergötland,"Harget 340 m SSO, Ög",,,58.08981,14.88927
6801,GB,1986.0,England,VC27 East Norfolk,,,52.591088,1.497564
69536,DE,,,MTB 2049: Lassan; Quadrant: 4,,,53.925005,13.95828
149263,GB,2016.0,England,Newton-on-Ouse South,,,54.024486,-1.223012
11384,DE,1984.0,,Terrassenböschung östlich Radldorf bis Wiesendorf,,,48.87,12.46
75777,GB,1999.0,England,Oakley,,,52.348106,1.184603
110949,GB,1987.0,England,VC22 Berkshire,,,51.466007,-0.633794
131827,GB,1989.0,England,,,,50.808552,-2.01556
14982,NL,2020.0,,,13.0,0.0,52.889919,4.737365
91978,GB,2008.0,England,"Holkham Park, Old Common",,,52.937435,0.818413
177901,DE,2014.0,,Streuobstwiese bei Asang,,,48.57,12.71
94634,NO,2017.0,Viken,"ved Rv 22 V f Mortens kro, Nittedal, Vi",,,59.987188,10.945127
62575,SE,2007.0,Värmland,"Villa Rud, Kila, Vrm",,,59.19676,12.74975
152252,FR,2015.0,France métropolitaine,,,,49.93987,2.46644
175968,DK,2008.0,,,,,56.441805,9.645652
125627,SE,1985.0,Västergötland,"F d betesmark m m vid STENATORP, Vg",,,58.50515,14.04951
117674,DE,2019.0,,,47.41,0.0,52.432348,13.413233
125826,SE,1996.0,Närke,"Kilsmo, SO om vid sågen, Nrk",,,59.06273,15.54815
61784,SE,1992.0,Västergötland,"Strand, skog vid EKUDDEN, Vg",,,58.07221,12.50611
124047,SE,1989.0,Västergötland,"150 m väster om HÄLJASJÖ. Ödetomt, igenväxande kulturmark, Vg",,,57.70536,13.01792
152322,SE,2001.0,Östergötland,"Nedre Årteryd, Ög",,,58.04108,15.77113
95186,NO,2021.0,Agder,"Stigebergdalen, Løgan Fuglefredningsområde, Flekkefjord, Ag",,,58.335989,6.646455
55844,SE,2006.0,Östergötland,"Valleräng, Ög",,,58.96856,15.8292
123626,SE,1920.0,Bohuslän,"RÖNNÄNG: RÖNNÄNG, Boh",,,57.93654,11.59676
225423,SE,2017.0,Östergötland,"Scoutstugan SSV, 200 m, Ög",,,58.21991,14.60831
60193,SE,1998.0,Skåne,"400m NNO Vången, Sk",,,56.13667,13.07859
165624,FR,2020.0,,,1355.0,0.0,44.56171,5.772
11693,FR,1999.0,,"Morge (Forêt en rive gauche de la, Moulin Pré sous l'intersection de la D223 et de la D1093 juste en aval du pont)",295.0,5.0,45.92147,3.34013
121637,SE,1980.0,Södermanland,"10G4jno, Srm",,,59.28192,16.66044
62557,SE,1980.0,Småland,"Råslätt. 600m NNO Hällstorp.Lillån, Sm",,,57.73409,14.14406
194514,EE,2015.0,,Ruhnu küla,,,57.80461,23.24437
162768,GB,1988.0,England,Acres Farm Meadow SSSI,,,51.633555,-1.965998
208461,NO,2020.0,Vestland,"Øyjordsslettene, Bømlo, Ve",,,59.617525,5.225868
132414,DE,1988.0,,"Ba Hafen,Gaustadt,Maininsel",,,49.91,10.86
84791,DE,1984.0,,"w Schönbach,Hühnerberg,Schönbach",,,50.01,10.65
224093,SE,2003.0,Uppland,"Marma strandpromenad, Upl",,,60.49116,17.42162
92872,SE,2010.0,Skåne,"300m N Mölleberga kyrka, Sk",,,55.61046,13.17557
98369,FI,1992.0,Varsinais-Suomi,"Houtskari, Hallseholm, saaren SE-osan lehtoalue",,,60.306908,21.463659
656,FI,1972.0,Varsinais-Suomi,KÖYLIÖNKYLÄ KYLÄN E-LAITA 1,,,60.935837,23.029744
74856,LU,2011.0,,Grouf Placette N° 44,,,49.473,6.34195
208960,CH,2020.0,Ne,,1243.0,,47.01684,6.81389
42599,GB,2010.0,England,,,,53.700523,-2.834553
105917,GB,1984.0,England,Shropshire,,,52.494268,-3.047193
8138,BE,2014.0,Limburg,,,,50.97821,5.08221
53665,SE,2006.0,Värmland,"Stadsparken, Viken, Vrm",,,59.37523,13.49795
217424,GB,2011.0,England,Dolbeare Road,,,50.521215,-3.743511
86474,GB,2017.0,England,"Itchington, Alveston",,,51.576301,-2.49924
6262,FR,1998.0,,,,,48.54816,-4.66704
92362,DE,2018.0,,Tal der Stekendammsau nördlich vom Schusterkrug Kiel-Holtenau,,,54.388931,10.152289
215321,GB,2014.0,England,VC27 East Norfolk,,,52.815646,1.189013
20395,DE,,,MTB 4314: Lippetal; Quadrant: 2,,,51.674922,8.124774
47693,ES,1985.0,Ge,"CAMPRODON, a la vall de Rabassa, cultivada (Beget, Alta Garrotxa)",,,42.314125,2.452677
12135,GB,1986.0,Wales,,,,52.238464,-3.31868
38823,FR,2015.0,,,,,46.50779,4.39818
94668,NO,2021.0,Agder,"Riseleviga parkering, Kristiansand, Ag",,,58.076671,7.975243
14167,BE,2014.0,,,,,51.43962,4.52002
11874,GB,1999.0,Wales,,,,52.546126,-3.028519
222672,SE,1983.0,Småland,"L22 Lidhult östra gdn, Sm",,,56.58766,13.64775
3807,NL,1992.0,,,,,52.997351,6.69052
135152,FR,2010.0,,,,,44.36477,0.20779
145430,SE,2006.0,Östergötland,"Häradsuddens avfallsanläggning, Norrköping, Ög",,,58.5349,16.07217
57719,SE,2002.0,Uppland,"Flatgarn i Mälaren, Upl",,,59.53519,17.17413
53958,SE,2021.0,Västmanland,"Ängsö slott, Vstm",,,59.53267,16.8617
38569,FR,2005.0,,,,,45.79548,5.59403
69369,DE,,,MTB 6826: Crailsheim; Quadrant: 2,,,49.174912,10.124841
158278,DK,2005.0,,Agger,,,56.781322,8.254035
159446,RU,2022.0,Moscow City,,,,55.694239,37.837147
138780,RU,2019.0,Samara Oblast,окрестности с. Жареный Бугор,,,53.52883,50.27715
84305,DE,1983.0,,"s Neida, Ofr., Hahnberg",,,50.31,10.86
53783,SE,1990.0,Västergötland,"HOLMEN. Lövskog, f d kulturmark, Vg",,,57.22312,13.15047
189804,DK,2006.0,,,,,56.659645,9.945836
199848,NO,2020.0,Vestfold og Telemark,"Nyerrød, Undrumsdal, Tønsberg, Vt",,,59.388469,10.350568
195430,ES,,A,Parque Natural de la Font Roja,,,38.6688165,-0.451115
101418,DK,2010.0,,,,,55.202716,10.172578
103671,RU,,Republic of Karelia,"Lake Onega, Zaonezhye Peninsula",,,62.3258,35.3287
94203,SE,1983.0,Gotland,"Tofta skjutfält, Gtl",,,57.56413,18.13631
105342,FR,1996.0,,TOURY-SUR-JOUR,,,46.7306,3.26017
211230,GB,2011.0,England,Budleigh Salterton,,,50.63483,-3.30934
38253,BE,1998.0,,,,,50.80098,4.71652
63297,SE,2019.0,Skåne,"Ljunghäll, 200 m VNV, Sk",,,56.03921,13.30035
71312,EE,1998.0,,taime atlase ruut: 18-40,,,58.15,26.75
34512,FR,2018.0,,,157.0,0.0,44.74217,4.94511
92407,DE,2021.0,,Kempe-See,,,48.707516,11.418342
68797,FR,2015.0,,,,,47.36362,5.54394
134015,GB,1990.0,England,Upper Widhill Copse,,,51.614513,-1.802813
107850,FR,2006.0,,BRETTE-LES-PINS,,,47.9143,0.332066
93197,SE,2017.0,Öland,"Äpplerum, 650m NO, Öl",,,56.83161,16.68884
184655,DK,2016.0,,,,,56.416568,9.210972
58803,SE,1990.0,Uppland,"10I5iNW, Upl",,,59.30602,18.28522
6765,GB,1998.0,England,VC28 West Norfolk,,,52.90129,0.630177
42552,GB,2010.0,England,,,,53.682756,-2.80392
7370,NO,1922.0,Vestland,Sveio: Vaage,,,59.5399,5.4463
107535,FR,1992.0,France métropolitaine,,,,48.76456,-3.52397
69178,DE,,,MTB 5249: Peterswald; Quadrant: 2,,,50.774966,13.95829
225323,SE,1989.0,Västmanland,"Broholmen, Vstm",,,59.47709,16.20775
147253,DE,2005.0,,Ostfildern,,,48.71456,9.26288
49286,GB,2004.0,England,"Pertenhall, Horne Farm",,,52.281844,-0.407276
183191,SE,1972.0,Närke,"Broby äng, Nrk",,,59.06587,14.93703
170428,DE,1983.0,,,,,50.26,10.86
190298,DE,2022.0,,,72.1,0.0,52.562793,13.07225
71023,EE,2016.0,,taime atlase ruut: 11-17,,,58.85,22.916667
7828,NO,2015.0,Rogaland,Holmen,,,59.477009,5.90516
38427,FR,2011.0,,,,,45.28331,0.24901
123959,SE,2010.0,Småland,"Hörda gård, Sm",,,57.20816,13.9321
71520,EE,2015.0,,taime atlase ruut: 16-17,,,58.35,22.916667
33693,NO,2010.0,Agder,"Hille, Hillesund, sør for gården",,,58.0156,7.3545
39028,GB,1988.0,England,,,,52.167998,0.440454
160219,GB,2000.0,England,Bentley Wood: Cpt.20c: Barnridge Poplar Meadow,,,51.062075,-1.653906
228300,SE,2019.0,Dalsland,"084-NJV, Dls",,,58.87385,12.48953
54970,SE,2009.0,Småland,"Kalmar län, Sm",,,56.51896,16.15727
57650,SE,1992.0,Uppland,"Ytterby, 400 m O om Ytterby gård, Upl",,,59.54688,18.41433
46711,SE,2013.0,Närke,"Berga, Nrk",,,59.14089,15.41596
226623,SE,2014.0,Blekinge,"V Ryd, Bl",,,56.30416,15.17333
56423,SE,1995.0,Bohuslän,"400 m SSO om Vikhall, Kallhed, Boh",,,57.78401,11.82871
128445,DE,,,MTB 4627: Dingelstädt; Quadrant: 3,,,51.324934,10.208169
157210,DE,1984.0,,Welsberg,,,50.17,10.9
614,AX,1987.0,Ahvenanmaa,Strömma. Tila 3:10. Hetdalsbergetin E-puolella oleva kalliojyrkänne ja sen juurella Östervikenin S-päässä oleva lehto,,,60.319013,19.780585
158226,DK,1998.0,,Havdrup,,,55.545877,12.121952
222840,SE,2017.0,Östergötland,"Silverdalen, 500 m NNO, Ög",,,58.77057,15.16239
118141,BE,2022.0,,,107.0,0.0,51.206456,5.423971
211007,BE,2015.0,West Flanders,,,,51.06528,2.79967
71391,EE,1984.0,,taime atlase ruut: 14-39,,,58.55,26.583333
10540,FR,2005.0,,,,,47.79297,3.92754
161798,GB,2013.0,England,Bristol Downs,,,51.464651,-2.625418
75113,GB,1999.0,England,Wenhaston-with-Mells Hamlet,,,52.315002,1.556455
75731,GB,1987.0,England,Panxworth+S of,,,52.663742,1.473782
58176,SE,1985.0,Halland,"Äskilt, i V, Hl",,,56.79249,13.28978
43422,DE,1983.0,,,,,54.2484,13.2483
16748,RU,2019.0,Moskva,,,,55.70615,36.764641
147080,GB,1988.0,England,,,,51.927999,-1.935965
222991,SE,1998.0,Bohuslän,"780 m V om avtagsväg mot Näs, 80 m V om ödetomt, N om åker, Aleviken, Boh",,,58.73151,11.2039
60620,SE,1978.0,Östergötland,"Mittpunkt i kartblad 9G1j, Ög",,,58.67509,16.62651
215513,NL,2021.0,Friesland,Polder de Zwettepoel,,,52.95,5.75
52141,DK,2004.0,,Lyngsig,,,57.515598,10.075364
3263,DE,2012.0,,"Wetzlar, untere Bergstraße",,,50.550423,8.505518
38819,FR,2006.0,,,,,45.12017,4.4866
162785,GB,2003.0,England,Ox Carr Lane,,,54.032519,-1.029727
110558,SE,2008.0,Halland,"Åskloster, Hl",,,57.22579,12.2172
93151,SE,1991.0,Gotland,"Kullhagen NV-NO-Flors-Salmans, Gtl",,,57.24289,18.48053
3550,FR,1997.0,,,,,48.49786,5.14671
40062,PT,2014.0,Bragança,,176.0,,41.291875,-7.374546
161727,GB,2004.0,England,"Hedge 8670 (BRERC code), sodbury, central grid reference",,,51.526567,-2.377281
124019,SE,1984.0,Småland,"Svenstorp 950 m NNV, Sm",,,56.487,14.99606
124418,SE,2019.0,Östergötland,"Österås, 80 m SO västra gården, Ög",,,57.7173,15.30677
54758,SE,2003.0,Östergötland,"Kisa sn, Östergården, 50 m N, Ög",,,57.93212,15.66089
47021,SE,1982.0,Södermanland,"Sävö, Stenkrok, Srm",,,58.7738,17.47727
220338,GB,1996.0,England,"Wickwar, Bully Lane (hedge)",,,51.575256,-2.422028
124119,SE,1984.0,Småland,"L16 Repevassa norra gdn 950 m VNV t V, Sm",,,57.62822,16.49063
131261,DE,,,MTB 5025: Hönebach; Quadrant: 4,,,50.924928,9.95816
13529,RU,2021.0,Kursk,,,,51.57192,36.094631
71333,EE,1993.0,,Fällärna küla,,,59.008955,23.210213
34599,PL,2022.0,,,156.24,0.0,50.515378,21.817738
48872,DE,,,MTB 5518: Butzbach; Quadrant: 4,,,50.424912,8.791463
192053,SE,2001.0,Östergötland,"Övre Årteryd, Ög",,,58.04545,15.76635
229607,SE,1984.0,Småland,"L3 Elofshult 200 m ONO t O, Sm",,,56.61492,14.92165
177957,DE,,,MTB 6210: Kirn; Quadrant: 4,,,49.724896,7.45809
117734,ES,2020.0,,,623.65,0.0,42.690561,-1.486973
131209,DE,,,MTB 6729: Ansbach Süd; Quadrant: 3,,,49.224918,10.541515
104195,BE,1955.0,,Chausée Notre Dames-Louvignies,,,50.58531,4.022957
223210,SE,2001.0,Östergötland,"Säby, Ög",,,58.06782,15.77293
125865,SE,2017.0,Småland,"Långhult betesmark, Sm",,,56.81099,14.25778
187265,GB,2016.0,England,Longleat (African Village),,,51.196286,-2.256837
57985,SE,2020.0,Småland,"Vitudden , Sm",,,57.76328,16.66936
97442,GB,2007.0,England,Withheld,,,52.532099,-1.19064
11613,RU,2021.0,Perm',,,,57.985825,56.134758
176473,SE,2019.0,Småland,"Osaby 600 m ÖNÖ om Lennartstorp, Sm",,,56.78059,14.79911
143666,DK,2021.0,Nordjylland,,,,56.89837,9.233431
105568,GB,1984.0,England,Lythwood,,,52.662662,-2.777676
123895,SE,2009.0,Öland,"Örkullen NO, Öl",,,56.68145,16.49979
45495,FR,2010.0,,Crousas (Les),600.0,10.0,44.75493,4.6111
230172,SE,2019.0,Uppland,"Gamla reningsverket, Upl",,,59.84122,17.6593
37639,FR,2015.0,,,,,48.72756,4.97547
191332,GB,2016.0,England,Exeter Canal,,,50.713159,-3.523989
133354,DE,,,MTB 7334: Reichertshofen; Quadrant: 3,,,48.624928,11.374877
66149,DK,2022.0,,,,,55.916679,9.389329
236522,SE,2004.0,Västmanland,"Norsatippen, Köping, Vstm",,,59.50521,16.03046
123239,SE,2006.0,Småland,"Vildapel (Skyddsvärt träd), Sm",,,56.70403,14.59341
53633,SE,2017.0,Södermanland,"Råby 200 m so, Srm",,,59.03663,16.27852
229193,SE,2021.0,Närke,"Åslaholmen, Nrk",,,59.17767,15.40512
46515,FI,2003.0,Varsinais-Suomi,"Nauvo, Hundskär",,,60.010238,21.85752
107051,DE,2018.0,,Pirna S: Cottaer Spitzberg,,,51.13806,13.98806
61021,SE,1978.0,Småland,"Mölängen. 1km NO Tolarp, Sm",,,57.91453,14.35846
157828,DK,1995.0,,Maglehøj,,,54.743363,11.119249
116850,FI,2021.0,Pohjanmaa,"Rödbergen, maan- ja puutarhajätteen kaatopaikka",,,63.502893,22.485653
131846,GB,1996.0,England,,,,50.916422,-1.901795
121397,SE,1978.0,Östergötland,"Mittpunkt i kartblad 9F6j, Ög",,,58.91437,15.76178
123908,SE,1990.0,Uppland,"11I6cSE, Upl",,,59.78527,17.83085
165035,DE,2005.0,,Willich,,,51.270154,6.545445
126234,SE,1978.0,Östergötland,"Mittkoordinat ruta 8F8g, Ög",,,58.55493,15.50457
212338,NO,2020.0,,,,,59.328277,11.151834
10658,FR,2017.0,,,,,46.03703,-0.27803
104066,BE,2011.0,,,,,51.07815,3.67691
77259,FR,2017.0,,,,,45.96059,5.48764
222895,SE,2018.0,Uppland,"Björhövda, 100 m NV om, Upl",,,59.85978,18.93746
51327,SE,1993.0,Västergötland,"KULSJÖHOLM.Strand, igenväxande kulturmark, Vg",,,57.84885,12.77262
11923,GB,1986.0,Wales,,,,52.257856,-3.352953
120396,GB,2016.0,England,Yearsley (AONB),,,54.167417,-1.097799
15157,DK,2007.0,,Luneborg,,,57.211875,9.851282
60876,SE,2016.0,Bohuslän,"Valemyrskolan, Strömstad, Boh",,,58.94313,11.17435
14760,FR,2019.0,,,199.79,0.0,48.405205,1.66293
54879,SE,2011.0,Öland,"Åstad by NO, Öl",,,56.75403,16.70158
64875,SE,1920.0,Bohuslän,"ROMELANDA: HEDE, Boh",,,57.95707,12.08046
59284,SE,2021.0,Uppland,"Ängskär, Upl",,,60.48269,18.07115
60842,SE,2017.0,Gotland,"Rute, Siglajvs 1:18 310 m NNV, Gtl",,,57.81699,18.94765
133247,DE,,,MTB 7932: Utting am Ammersee; Quadrant: 2,,,48.074912,11.124869
69419,DE,,,MTB 5717: Bad Homburg vor der Höhe; Quadrant: 1,,,50.274902,8.541456
144742,DE,,,MTB 3631: Groß Twülpstedt; Quadrant: 3,,,52.32496,10.874855
150428,GB,2012.0,Scotland,Powillimount,,,54.897486,-3.576437
225825,SE,1980.0,Södermanland,"10G2dsv, Srm",,,59.1722,16.0894
67179,PL,1998.0,,Nowy Waliszów,480.0,,50.3144,16.7189
123900,SE,1986.0,Småland,"Lammasjöns N-spets 350 m NNV, Sm",,,56.64285,13.51906
235094,SE,1986.0,Småland,"48 locketorp norra gdn, Sm",,,56.63944,15.6007
20716,DE,,,MTB 4122: Holzminden; Quadrant: 4,,,51.824931,9.458146
77692,FR,2007.0,,,,,48.46601,7.6228
69262,DE,,,MTB 4337: Löbejün; Quadrant: 1,,,51.674957,11.874886
156835,DE,2015.0,,Diesenhof,,,49.26,11.69
230269,SE,1992.0,Västergötland,"Betesmark 200 m O om FALLA, Vg",,,58.43524,12.61436
133466,GB,2007.0,England,Withy Copse,,,51.378837,-1.750664
4266,DE,,,MTB 5818: Frankfurt am Main Ost; Quadrant: 1,,,50.174912,8.708127
2412,SE,1996.0,Gotland,"Kullshage 150 m VSV, Gtl",,,57.83957,18.73602
126910,SE,1986.0,Västergötland,"Vägkant, ängsmark m m 500 m VNV om L. STOLAN, Vg",,,58.52272,13.77912
15429,DK,2001.0,,Herslev,,,54.875282,10.736485
210852,DE,2019.0,,TK25 Blatt 7123/3 - Schorndorf / Urbach,,,48.82399,9.54056
78744,FR,2020.0,,,104.86,0.0,48.772844,2.267804
154209,FR,2005.0,,,,,45.05998,-0.11083
95602,GB,2003.0,Scotland,Bargrennan,,,55.046691,-4.576324
23160,GB,2020.0,England,Bransdale,,,54.346663,-1.032343
42933,FR,2006.0,,,,,44.83415,2.93674
90944,GB,1995.0,England,Masham Hectad (SE28),,,54.260062,-1.617724
101425,DK,2007.0,,,,,55.479681,11.741406
221739,SE,1993.0,Västergötland,"Jvgs- och åkerkanter 700 m NO om ÅSEN, Vg",,,58.40455,14.04767
13143,SE,2020.0,Kalmar,,,,56.701503,16.524433
57933,SE,2019.0,Östergötland,"gamla järnvägsbanken N Häjla, Ög",,,58.29822,14.78642
133108,DE,,,MTB 5224: Eiterfeld; Quadrant: 2,,,50.774925,9.79149
86375,GB,1989.0,England,Almondsbury Hill,,,51.548999,-2.57105
209351,NL,2022.0,Overijssel,Raalte - Raave en 't Vechterlo,,,52.4,6.3
36240,DE,1950.0,,Güterbf. Memmingen,,,47.97,10.21
74560,FR,2004.0,,,,,47.28405,4.2322
185329,FR,2013.0,,,,,45.12745,4.98269
92928,SE,2008.0,Småland,"Harshult, Sm",,,57.46447,15.56602
121106,SE,2001.0,Skåne,"SV Gässie villastad, Sk",,,55.49022,12.94303
92675,GB,1985.0,Wales,,,,52.335542,-3.543192
2094,CH,2001.0,Ur,,1415.0,305.0,46.87787,8.58652
93391,ES,,Le,La Granja,,,42.6388367,-6.2612998
56862,SE,1999.0,Uppland,"Månkarbo, Upl",,,60.23121,17.46296
223562,SE,2008.0,Öland,"Strandtorp öst, Öl",,,56.65808,16.70893
184657,DK,2017.0,,,,,56.705716,10.134864
147920,BE,2017.0,West Flanders,,,,50.85301,3.09085
55619,SE,2016.0,Västmanland,"Skerike - Åby, NO om Åby vid lv, Vstm",,,59.65392,16.49316
58961,SE,1988.0,Småland,"5 Bälhult sydvästra gdn 300 m NV, Sm",,,57.06947,13.28178
70106,GB,1987.0,England,Welwyn Garden City (east),,,51.801681,-0.18857
156717,SE,2008.0,Gotland,"Apel (Skyddsvärt träd), Gtl",,,57.64625,18.63739
73591,GB,2005.0,England,27854/001,,,51.520732,-0.379484
160911,BE,2013.0,,,,,50.88931,3.66549
67384,PL,1998.0,,Wilkanów,425.0,,50.2422,16.6944
58461,SE,2005.0,Östergötland,"Kärsby gård, Ög",,,58.57075,14.98806
87491,GB,1990.0,England,VC27 East Norfolk,,,52.62433,1.588896
142831,DE,,,MTB 4127: Seesen; Quadrant: 4,,,51.824947,10.291503
79943,GB,2008.0,England,Withheld,,,52.634446,-0.597688
216079,SE,1979.0,Halland,"Lillegård, ca 300 m S om, Hl",,,56.68485,13.04313
3849,NL,2008.0,,,,,51.535143,5.09053
8021,RU,2020.0,Tula,,,,54.526503,37.07871
56323,SE,1992.0,Gotland,"Lajvstäde-Bruten, Gtl",,,57.51765,18.65087
112843,FR,1992.0,,Carré U.T.M. 5 x 5 Km : EL 39 (1),,,46.02647,3.42014
73107,GB,2003.0,England,Roxbourne Park 29011/001,,,51.573631,-0.381947
234700,BE,2012.0,Limburg,,,,51.17929,5.37009
4230,DE,,,MTB 4713: Plettenberg; Quadrant: 2,,,51.274918,7.958102
15960,DK,2004.0,,Ballebjerg,,,55.965487,10.52864
159976,GB,2020.0,England,,,,51.543455,-0.060201
105656,GB,2015.0,England,Tong Forge,,,52.664785,-2.319338
18769,DK,2006.0,,,,,56.703819,10.156676
15904,DK,2007.0,,Rårup,,,54.824996,11.076818
11833,GB,1992.0,Wales,,,,52.131972,-3.571211
188870,RU,1917.0,Lipetsk Oblast,,,,52.315481,40.152106
12497,RU,2021.0,Vladimir,,,,55.958952,40.960369
48015,SE,1994.0,Skåne,"längs jvg från kyrkogård, Sk",,,55.82241,13.30013
4879,DE,,,MTB 5721: Gelnhausen; Quadrant: 1,,,50.274918,9.208142
63278,SE,2004.0,Småland,"Bäckaslöv del 1, Sm",,,56.87526,14.78201
86413,GB,1990.0,England,Walton-in Gordano,,,51.458876,-2.831165
216920,FI,2009.0,Pirkanmaa,Isosaari W,,,61.302327,24.692068
117553,DE,2020.0,,,479.68,0.0,48.588228,8.867053
225326,SE,1992.0,Västergötland,"KÄRRA. Kulturmarker, sankt bete, banvall, Vg",,,57.65788,13.06513
204853,GB,2009.0,England,Charlton Hill,,,52.663618,-2.615047
68026,SE,1980.0,Södermanland,"10H5isv, Srm",,,59.29733,17.4068
57342,SE,2000.0,Bohuslän,"Flateby, längs 600 m av bygatan, Boh",,,57.82234,11.81572
221709,SE,1980.0,Södermanland,"10H5cno, Srm",,,59.3248,16.92501
195759,GB,1990.0,England,Day House Copse,,,51.539749,-1.733926
130455,SE,2008.0,Gotland,"Stenstugu 1:8 950 m VSV, Gtl",,,57.56595,18.41993
218846,FR,2005.0,,,,,47.08208,2.14327
125633,SE,2008.0,Skåne,"Aplar (Skyddsvärt träd), Sk",,,55.47904,13.3665
91408,GB,1968.0,England,VC23 Oxfordshire,,,51.488223,-1.065224
192230,NL,1984.0,,,,,52.103721,6.09883
95028,BY,2021.0,Brest,,,,52.534733,25.873732
83794,GB,2000.0,England,"The Paddocks, Dunstable",,,51.884796,-0.50417
61819,SE,2005.0,Västergötland,"Stensnäs, Vg",,,58.52963,13.73658
110100,NL,1974.0,,,,,53.043061,6.61734
68622,FR,2006.0,,,,,45.48055,5.88267
74536,FR,2015.0,,,,,47.89437,0.92772
54047,SE,1987.0,Småland,"L36 Bron 900 m OSO t SO, Sm",,,57.53614,16.18003
2778,FR,2003.0,,"Montsalvy (Sortie de, après terrain de sport au bord de la route d'Entraygues)",705.0,15.0,44.6756,2.52684
162919,GB,2003.0,England,"Lower Pinn, Otterton",,,50.671106,-3.282046
102268,BE,2019.0,East Flanders,,,,51.00656,4.14554
46614,NO,2020.0,Agder,"Austadhalvøya 43, Lyngdal, Ag",,,58.036781,6.994436
24864,GB,1995.0,Scotland,Livingston Heritage Centre,,,55.890728,-3.56051
85460,DE,2021.0,,Büttelborner Str./K160 bei Berkach/Feldgemarkung,,,49.896828,8.487482
182029,FR,2016.0,,,,,45.99378,2.76225
127196,NO,2016.0,,Moss,,,59.439659,10.66231
21435,SE,2008.0,Småland,"Aplar (Skyddsvärt träd), Sm",,,56.64438,16.18698
158429,DK,2005.0,,Volshave,,,54.804275,11.231361
643,FI,1980.0,Kymenlaakso,Muurola. Metsämuurosen N-ruutu,,,60.799595,27.703986
200511,GB,2009.0,England,Harswell railway line,,,53.8452,-0.747548
170362,DE,2015.0,,"n Mühlfeld bis Alte Schanze, B201",,,50.47,10.37
122054,BE,2015.0,West Flanders,,,,51.3221,3.25005
150972,GB,2014.0,England,,,,53.918859,-2.260322
59093,SE,1998.0,Skåne,"500m N Snälleröds kvarn, Sk",,,56.03641,13.39862
58467,SE,1985.0,Västergötland,"Vägkant m.m. N om BLOMBERGS STN, Vg",,,58.54164,13.32284
125792,SE,2019.0,Östergötland,"Udden, 100 m OSO, Ög",,,58.4811,15.6312
72954,GB,2002.0,England,YMCA - Chase Road 16323/006,,,51.557493,0.184484
158929,SE,1978.0,Östergötland,"Mittpunkt i kartblad 8H1b, Ög",,,58.23731,16.78408
120059,GB,1984.0,England,SU08E,,,51.604338,-1.994176
69968,GB,1987.0,England,Hemel Hempstead (west),,,51.751863,-0.480315
179190,DE,,,MTB 5924: Gemünden am Main; Quadrant: 1,,,50.074925,9.708154
183852,FR,2010.0,,,,,47.28513,7.03693
96283,GB,1996.0,England,SP08 tetrad F,,,52.426977,-1.957307
220715,SE,1980.0,Södermanland,"10G5hno, Srm",,,59.32783,16.48593
3997,NO,1979.0,Vest-Agder,,0.0,0.0,57.995486,7.425364
96324,GB,1994.0,England,,,,52.247172,-2.04536
74445,FR,2010.0,,,,,48.59255,2.49438
120531,GB,1986.0,England,VC62 North-east Yorkshire,,,54.292497,-1.002886
122429,SE,1986.0,Närke,"Mantorpsskogens naturreservat, S om Kruskärret, Nrk",,,59.3493,15.31045
161732,GB,2017.0,England,Shepperdine,,,51.658628,-2.53737
163172,SE,1990.0,Uppland,"10I9cNE, Upl",,,59.49373,17.81336
88158,DK,2010.0,,,,,55.228764,10.423645
205162,GB,2008.0,England,"Park Hall, Whittington",,,52.87646,-3.034091
133144,DE,,,MTB 5416: Braunfels; Quadrant: 1,,,50.574912,8.37478
70532,SE,2009.0,Småland,"Kalmar län, Sm",,,56.56731,16.19222
225122,SE,2016.0,Östergötland,"Gustafsborg, 200 m V, Ög",,,58.5275,16.14253
133678,GB,2007.0,England,Powdermills,,,50.581005,-3.943474
5203,FR,2001.0,,Fraze,,,48.2661,1.0947
72812,GB,1999.0,England,Woodland Fringe 10022/006,,,51.435482,-0.146262
49846,SE,1981.0,Södermanland,"Ekhov, parken N om, Srm",,,59.07989,17.17841
104437,DE,2020.0,,Lindenau und umgebende Felder Felder,,,48.541229,10.170722
96414,GB,2002.0,England,,,,52.049345,-2.103487
112587,FR,1992.0,,Vodable (Bas de pente O. de la butte de),,,45.48684,3.16002
217835,RU,1957.0,Belgorodskaya Oblast',"the city of Stary Oskol, Starooskolsky forestry",,,51.301847,37.835183
219730,FR,2003.0,,Collanges (Marais au S.O. de),845.0,15.0,45.07937,3.73075
112302,LV,2020.0,,,,,56.684217,25.949747
153832,FR,2014.0,,,,,45.92245,5.56286
233572,FR,2014.0,,,,,47.44577,6.37185
242,GB,1968.0,England,VC23 Oxfordshire,,,51.886909,-1.609109
